Nombre,Descripcion_del_producto,Precio
Preparado en polvo gelatina fresa Hacendado,Caja 2 sobres (170 g),"1,50 €"
Pan de Pita Original precocido,2 paquetes x 200 g,"1,56 €"
Pan de hamburguesa Hacendado Rustico 100% integral,Paquete 4 ud. (330 g),"1,18 €"
Mini tortillas de trigo Hacendado,2 paquetes x 150 g,"1,65 €"
Pan de molde cereales sin gluten Hacendado,Paquete 14 rebanadas (470 g),"2,74 €"
Piadinas pan estilo italiano Hacendado,Paquete 4 ud. (320 g),"1,99 €"
Tortillas de maiz Hacendado,Paquete 8 ud. (208 g),"1,84 €"
Harina de garbanzo Hacendado,Paquete 500 g,"2,00 €"
Masa filo,Paquete 250 g,"2,00 €"
Preparado para pizzas Hacendado,Paquete 1 kg,"1,45 €"
Preparado en polvo cuajada azucarada Royal sabor lacteo,Caja 4 sobres (48 g),"1,45 €"
Preparado en polvo para crepes Hacendado,Bote 200 g,"2,00 €"
Barra pan de pueblo,1 ud. (800 g),"1,58 €"
Barra de pan campesina masa madre,1 ud. (250 g),"0,65 €"
Pan de molde sin gluten blanco Hacendado,Paquete 14 rebanadas (500 g),"2,74 €"
Pan de molde blanco rebanada gruesa Hacendado,Paquete 16 rebanadas (820 g),"1,70 €"
Pan Mini bocados Hacendado,Paquete 8 ud. (165 g),"1,20 €"
Preparado en polvo natillas Hacendado,Caja 89 g,"1,40 €"
Preparado en polvo gelatina arandano Hacendado 0% azucar,Caja 1 sobre (31 g),"2,00 €"
Sémola de trigo Hacendado,Paquete 500 g,"1,60 €"
Preparado en polvo flan Hacendado,Caja 190 g,"1,40 €"
Preparado para reposteria y panificacion Hacendado,Paquete 1 kg,"2,55 €"
11 Panecillos,11 ud. x 45 g,"1,14 €"
6 Panecillos integrales 100%,6 ud. x 45 g,"0,99 €"
3 Barras de pan,3 ud. (750 g),"1,19 €"
Pan Viena,1 ud. (80 g),"0,38 €"
2 Panes integrales 100% fino,"2 ud. x 82,5 g","1,42 €"
4 Panes chapata de cristal,4 ud. x 71 g,"1,32 €"
Barra pan de pueblo rebanada,1 ud. (800 g),"1,58 €"
Preparado en polvo flan Royal,Caja 186 g,"1,80 €"
Gotas de chocolate negro para fundir Hacendado,Paquete 250 g,"2,75 €"
Chocolate negro fundir Hacendado,Tableta 200 g,"2,40 €"
Chocolate blanco fundir Hacendado,Tableta 200 g,"2,25 €"
Chocolate con leche fundir Hacendado,Tableta 200 g,"2,40 €"
Chocolate negro 70% cacao fundir Hacendado 0% azucares añadidos,Tableta 200 g,"3,40 €"
4 Panes de cristal redondos cortados 100 % natural,4 ud. x 60 g,"1,84 €"
Pan campeon del mundo rebanado,1 ud. (750 g),"1,99 €"
Pan integral de trigo 100% rebanado,1 ud. (350 g),"1,61 €"
Barra de pan,1 ud. (250 g),"0,50 €"
Hogaza de centeno 50% rebanado,1 ud. (500 g),"1,70 €"
5 Barras de pan 51% integral,5 ud. x 125 g,"1,36 €"
Pan mini semillas,1 ud. (90 g),"0,33 €"
6 Panes pulguitas sin aditivos,6 ud. x 40 g,"1,04 €"
6 Panes de centeno 51%,6 ud. x 78 g,"1,47 €"
6 Panes de leche 3%,6 ud. x 80 g,"1,51 €"
Pan moño rebanado,1 ud. (500 g),"1,45 €"
3 Bocadillos,3 ud. x 130 g,"1,04 €"
3 Panes molletes,3 ud. x 105 g,"1,19 €"
Baguette,1 ud. (250 g),"0,57 €"
Barra de pan espiga,1 ud. (400 g),"1,04 €"
Panecillo de trigo integral 30%,1 ud. (70 g),"0,33 €"
Barra de pan rustica,1 ud. (250 g),"0,72 €"
Panecillo de queso 18%,1 ud. (85 g),"0,47 €"
Baguette sin gluten,Paquete 175 g,"2,03 €"
Panecillo harina integral 50% de trigo sin sal añadida,1 ud. (80 g),"0,33 €"
Pan campeon del mundo,1 ud. (750 g),"1,99 €"
Pan integral trigo 100%,1 ud. (350 g),"1,61 €"
Barra de pan campesina masa madre rebanada,1 ud. (250 g),"0,65 €"
Barra de pan chapata,1 ud. (400 g),"1,31 €"
Hogaza de centeno 50%,1 ud. (500 g),"1,70 €"
Pan moño,1 ud. (500 g),"1,45 €"
Panecillo sin sal añadida,1 ud. (85 g),"0,42 €"
Barra de pan espiga rebanado,1 ud. (400 g),"1,04 €"
3 Barras de pan rebanadas,3 ud. (750 g),"1,19 €"
Barra de pan rebanada,1 ud. (250 g),"0,50 €"
Barra de pan rustica rebanada,1 ud. (250 g),"0,72 €"
Palitos de pan con pipas Anitin,2 paquetes x 83 g,"1,32 €"
Regaña Hacendado,Paquete 250 g,"1,04 €"
Picos camperos de Jerez Hacendado,Paquete 250 g,"0,99 €"
Picos Hacendado,Paquete 250 g,"0,80 €"
Piquitos con salvado San Roque,Paquete 142 g,"0,90 €"
Picos 100% integrales Hacendado,Paquete 250 g,"0,80 €"
Picos saladitos Hacendado,Paquete 250 g,"1,13 €"
Picatostes tostados Hacendado,Paquete 100 g,"0,66 €"
Picos sin gluten Hacendado,Paquete 100 g,"1,42 €"
Picatostes fritos Hacendado,Paquete 100 g,"0,80 €"
Grissini palitos de pan con sésamo Hacendado,2 paquetes x 100 g,"1,42 €"
Pan rallado Hacendado,Paquete 750 g,"0,85 €"
Pan tostado classic Hacendado,Paquete 6 packs (550 g),"1,70 €"
Pan rallado con ajo y perejil Hacendado,Paquete 500 g,"1,00 €"
"Surtido de picos, colines y regañas con sésamo Hacendado",Paquete 350 g,"1,42 €"
Palitos de pan con queso Anitin,2 paquetes x 71 g,"1,32 €"
Palitos con frutos secos Hacendado,2 paquetes x 65 g,"1,04 €"
Regaña artesana Hacendado,Paquete 200 g,"1,51 €"
Pan de fibra y sésamo Hacendado,Paquete 26 ud. (250 g),"1,13 €"
Pan tostado 100% integral,Paquete 6 packs (550 g),"1,80 €"
Pan tostado cereales y semillas Hacendado,Paquete 6 packs (550 g),"2,22 €"
Pan tostado 100% espelta integral Hacendado,Paquete 250 g,"1,47 €"
Crackers integrales de espelta Bachman,Caja 4 paquetes (240 g),"1,65 €"
Pan rallado casero Hacendado,Paquete 500 g,"1,00 €"
Panes especiales sabor pizza con queso Hacendado,Paquete 80 g,"0,85 €"
Picatostes fritos con ajo Hacendado,Paquete 100 g,"0,80 €"
Picos reventaos Hacendado,Paquete 250 g,"0,99 €"
Palitos de pan 100% trigo espelta integral Anitin,2 paquetes x 75 g,"1,32 €"
Grissini palitos de pan Hacendado,Caja 4 ud. (250 g),"1,65 €"
Piquitos bajos en sal Hacendado,Paquete 250 g,"1,23 €"
Crackers con sal,Paquete 16 bolsitas (500 g),"1,84 €"
Tarta de queso Hacendado congelada,10 raciones (880 g),"10,00 €"
Crackers 30% integral,Paquete 14 bolsitas (500 g),"1,84 €"
Trenza hojaldre de mantequilla Hacendado congelada,Bandeja 430 g,"6,50 €"
Galletas saladas salpicks Galbusera,Paquete 16 bolsitas (400 g),"1,90 €"
Mousse de queso Hacendado congelado,6 raciones (520 g),"7,90 €"
Pan tostado pasas Hacendado,Paquete 120 g,"1,13 €"
Tarta tres chocolates Hacendado congelada,8 raciones (880 g),"9,20 €"
Panecillo tostado classic Hacendado,Paquete 300 g,"1,13 €"
Tarta Ferrer bombon crujiente Hacendado congelada,8 raciones (710 g),"9,50 €"
Pan tostado 100% integral bajo en sal y en azucares Hacendado,Paquete 6 packs (540 g),"2,17 €"
Panecillos tostados cereales y semillas Hacendado,Paquete 250 g,"1,28 €"
Tostadas sin gluten Hacendado,Caja 20 ud. (100 g),"1,45 €"
Pan tostado con ajo y perejil Hacendado,Paquete 170 g,"1,28 €"
Mini biscotes de trigo Minigrill,Caja 60 ud. (120 g),"0,76 €"
Tarta de la abuela Hacendado congelada,10 raciones (825 g),"9,00 €"
Tarta red velvet Hacendado congelada,10 raciones (700 g),"9,50 €"
Tarta Cookies & Cream Hacendado congelada,10 raciones (830 g),"10,80 €"
Tarta San Marcos Hacendado congelada,8 raciones (760 g),"9,00 €"
Tarta selva negra Hacendado congelada,"30 raciones (1,9 kg)","14,90 €"
Tarta San Marcos Hacendado congelada,"24 raciones (1,65 kg)","12,90 €"
Tarta carrot cake Hacendado congelada,10 raciones (880 g),"11,00 €"
Tarta infantil Paw Patrol Hacendado congelada,8 raciones (635 g),"8,50 €"
Tarta infantil balon de futbol Hacendado congelada,"20 raciones (1,4 kg)","13,80 €"
Tarta infantil Tesia and Friends Hacendado congelada,"20 raciones (1,4 kg)","13,80 €"
Mini tostadas de trigo Minigrill extra finas,Caja 100 g,"1,32 €"
Crackers sin gluten Hacendado con romero,Paquete 6 bolsitas (200 g),"1,70 €"
Pan tostado vitalitéWasa,Paquete 280 g,"2,46 €"
Panecillo tostado 100% integral de trigo Hacendado,Paquete 300 g,"1,13 €"
Pan rallado sin gluten Hacendado,Paquete 350 g,"2,00 €"
Preparado crujiente Hacendado,Paquete 400 g,"1,60 €"
Coco rallado Hacendado,Paquete 125 g,"1,30 €"
Almendra molida Hacendado,Paquete 125 g,"2,15 €"
Topping de chocolate avellana Hacendado,Bote 300 g,"2,50 €"
Caramelo liquido Hacendado,Bote 300 g,"1,75 €"
Almendra palitos Hacendado,Paquete 100 g,"1,85 €"
Azucar vainillado Hacendado,Paquete 120 g,"1,00 €"
Vela de cumpleaños 1 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 4 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 3 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 5 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 2 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 0 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 7 Hacendado,Paquete 1 ud.,"0,75 €"
Velas de cumpleaños Hacendado,Paquete 20 velas,"0,90 €"
Vela de cumpleaños 6 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 8 Hacendado,Paquete 1 ud.,"0,75 €"
Vela de cumpleaños 9 Hacendado,Paquete 1 ud.,"0,75 €"
Fideos de chocolate Hacendado,Paquete 100 g,"1,75 €"
Cacahuete +Proteinas en polvo desgrasado Hacendado 14 g proteinas 70% reducido en grasa,Paquete 200 g,"2,75 €"
Lentejas Listo para Comer,Bol 485 g,"4,00 €"
Salmon con verduras Listo para Comer,Bol 400 g,"5,75 €"
Ensaladilla rusa pequeña Listo para Comer,Bandeja 290 g aprox.,"3,50 €"
Poke salmon,Bol 400 g,"5,50 €"
Noodles Yakisoba con carne y verduras,Bol 300 g,"4,50 €"
Pollo teriyaki,Bol 300 g,"5,00 €"
Media tortilla de patata con calabacin Listo para Comer,650 g aprox.,"4,50 €"
Poke pollo,Bol 400 g,"5,50 €"
Pizza jamon y queso familiar Hacendado,600 g,"3,40 €"
Pizza 4 quesos familiar Hacendado,580 g,"3,40 €"
Pizza barbacoa Hacendado,415 g,"2,50 €"
Pizza jamon y queso Hacendado,415 g,"2,50 €"
Pizza 4 quesos Hacendado,410 g,"2,90 €"
Pizza carbonara familiar Hacendado,600 g,"3,40 €"
Pizza barbacoa familiar Hacendado,600 g,"3,40 €"
Pizza pepperoni Hacendado,410 g,"2,90 €"
Pizza pollo y bacon Hacendado,420 g,"2,90 €"
Media tortilla de patata con cebolla Listo para Comer,650 g aprox.,"4,50 €"
Tortilla de patata con cebolla Listo para Comer,"1,3 kg","8,00 €"
Brioche Listo para Comer,160 g,"3,00 €"
Ensaladilla rusa mediana Listo para Comer,Bandeja 580 g aprox.,"6,50 €"
Hummus de garbanzos Hacendado receta clasica,Tarrina 240 g,"1,10 €"
Ensaladilla rusa Hacendado,Tarrina 500 g,"3,00 €"
Hummus de garbanzos Hacendado con pimiento del piquillo asado,Tarrina 240 g,"1,45 €"
Tofu firme Frias,Paquete 400 g (275 g escurrido),"1,90 €"
Ensaladilla rusa Hacendado,Tarrina 250 g,"1,80 €"
Hummus de garbanzos Hacendado con olivas de kalamata,Tarrina 240 g,"1,45 €"
Ensaladilla Delicias del mar Hacendado,Tarrina 250 g,"1,80 €"
Pizza Formaggi Hacendado 4 quesos,Caja 400 g,"3,90 €"
Pizza jamon y queso Hacendado,2 ud. x 220 g,"2,90 €"
Pizza Prosciutto Hacendado jamon y queso,Caja 400 g,"3,90 €"
Tortilla de patata y cebolla Hacendado,Bandeja 600 g,"2,60 €"
Lasaña boloñesa Hacendado,Bandeja 350 g,"2,60 €"
Tortilla de patata Hacendado,Bandeja 600 g,"2,60 €"
Pollo asado Hacendado,"Paquete 1,2 kg aprox.","6,24 €"
Lasaña boloñesa familiar Hacendado,Bandeja 700 g,"4,85 €"
Ensaladilla rusa grande Listo para Comer,"Bandeja 1,75 kg","12,00 €"
Tortilla de patata con calabacin Listo para Comer,"1,3 kg","8,00 €"
Ensaladilla americana Hacendado,Tarrina 250 g,"1,60 €"
Tsatsiki Hacendado,Tarrina 220 g,"1,90 €"
Tabuléoriental Hacendado,Tarrina 250 g,"1,60 €"
Pastel de atun Hacendado,Bandeja 260 g,"2,90 €"
Sandwich pollo y queso Hacendado,Paquete 185 g,"1,85 €"
Patatas con allioli Hacendado,Tarrina 250 g,"1,55 €"
Untapan de atun Hacendado,Tarrina 250 g,"2,50 €"
Gazpacho tradicional Hacendado,Botella 1 L,"1,60 €"
Pollo asado troceado Hacendado,"Paquete 1,3 kg aprox.","7,87 €"
Fabada Hacendado,Bote 420 g,"1,50 €"
Codillo de cerdo asado Hacendado,Paquete 1 kg aprox.,"6,40 €"
Lasaña de pollo Hacendado,Bandeja 350 g,"3,00 €"
Lasaña de espinacas y requeson Hacendado,Bandeja 350 g,"3,00 €"
Lentejas a la riojana Hacendado,Bote 420 g,"1,35 €"
Pollo al curry Hacendado con arroz basmati,Bandeja 280 g,"2,85 €"
Sepia pequeña en salsa Mery Listo para Comer,Bandeja 250 g,"5,75 €"
Pincho tortilla de patata con cebolla Listo para Comer,215 g aprox.,"2,00 €"
Pincho tortilla de patata con calabacin Listo para Comer,215 g aprox.,"2,00 €"
Gazpacho tradicional Hacendado,3 mini bricks x 330 ml,"2,15 €"
Gazpacho fresco Hacendado,Botella 1 L,"2,85 €"
Salmorejo fresco Hacendado,Botella 1 L,"3,15 €"
Salmorejo al estilo cordobés Hacendado,3 mini bricks x 330 ml,"2,65 €"
Salmorejo fresco Hacendado,Botella 330 ml,"1,30 €"
Salmorejo al estilo cordobés Hacendado,Brick 1 L,"2,20 €"
Gazpacho fresco Hacendado,Botella 330 ml,"1,20 €"
Pizza serrana Hacendado,400 g,"2,90 €"
Pizza 4 quesos Hacendado,2 ud. x 210 g,"2,90 €"
Macarrones con queso y bacon Hacendado gratinados,Bandeja 280 g,"2,50 €"
Tortilla de patata con chorizo Hacendado,Bandeja 600 g,"3,20 €"
Arroz de verduras Hacendado,Bandeja 280 g,"3,50 €"
Roti de pollo relleno de jamon y queso Hacendado,Paquete 375 g,"3,00 €"
Surtido sushi Bento grande,Bandeja 310 g,"10,75 €"
Surtido sushi Bento pequeño,Bandeja 160 g,"6,75 €"
Surtido sushi Bento mix,Bandeja 350 g,"8,75 €"
Pizza carbonara Hacendado,430 g,"2,90 €"
Pizza atun y bacon Hacendado,415 g,"2,90 €"
Pizza barbacoa Hacendado,2 ud. x 220 g,"2,90 €"
Arroz de secreto ibérico con setas Hacendado,Bandeja 280 g,"3,00 €"
Alitas de pollo asadas Hacendado,Bote 500 g aprox.,"4,40 €"
Queso rallado mozzarella pizza-Roma de vaca Hacendado,Paquete 200 g,"1,62 €"
Pizza margarita Hacendado,340 g,"2,20 €"
Pizza masa fina 4 quesos Hacendado ultracongelada,390 g,"2,50 €"
Pizza Pepperoni barbacoa Hacendado ultracongelada,540 g,"3,50 €"
Pizza masa fina carbonara Hacendado ultracongelada,390 g,"2,50 €"
Pizza masa fina jamon Hacendado ultracongelada,400 g,"2,50 €"
Pizza Americana Hacendado ultracongelada,540 g,"3,50 €"
Lentejas a la jardinera Hacendado,Bote 420 g,"1,20 €"
Migas Hacendado,Bandeja 220 g,"1,90 €"
Pizza boloñesa Hacendado ultracongelada,400 g,"2,60 €"
Pizza pollo Hacendado,430 g,"2,90 €"
Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas,Paquete 3 ud. (420 g),"1,80 €"
Pizza atun Hacendado ultracongelada,390 g,"2,60 €"
Pizza masa fina Barbacoa Hacendado ultracongelada,390 g,"2,50 €"
Pizza carnivora Hacendado,600 g,"3,40 €"
"Rosca lomo, bacon y queso emmental Hacendado",480 g,"3,50 €"
Pizza jamon y queso sin gluten y sin lactosa Hacendado,420 g,"3,20 €"
Pizza atun y bacon Hacendado,2 ud. x 220 g,"2,90 €"
Pizza mediterranea Hacendado,430 g,"2,90 €"
Rosca jamon serrano y queso emmental Hacendado,450 g,"3,80 €"
Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada,410 g,"3,10 €"
Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,Paquete 2 ud. (400 g),"3,80 €"
Masa fresca pizza Hacendado,2 paquetes x 260 g,"2,25 €"
Masa fresca pizza de cereales y semillas Hacendado,2 paquetes x 260 g,"2,50 €"
Pizza Calzone con jamon cocido y queso Hacendado,Caja 400 g,"3,50 €"
Masa pizza fresca familiar Hacendado,Paquete 400 g,"1,70 €"
Fabada asturiana Litoral,Bote 420 g,"2,55 €"
Canelones de carne y boletus Hacendado,Bandeja 350 g,"3,70 €"
Albondigas guisadas Hacendado,Bandeja 275 g,"2,75 €"
Spaghetti carbonara Hacendado,Bandeja 280 g,"2,20 €"
Albondigas en salsa Hacendado,Bote 420 g,"1,80 €"
Fideos orientales sabor pollo Hacendado,Paquete 65 g,"0,65 €"
Carne de cerdo Pulled Pork Hacendado sabor barbacoa,Bandeja 200 g,"2,50 €"
Albondigas de pollo Hacendado,Bote 420 g,"1,80 €"
Callos a la madrileña Hacendado,Lata 380 g,"2,45 €"
Garbanzos a la riojana Hacendado,Bote 420 g,"1,35 €"
Bifidus natural Hacendado,6 ud. x 125 g,"1,18 €"
Bifidus desnatado probiotico con frutos silvestres Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €"
Bifidus desnatado natural Hacendado 0% m.g  0% sin azucares añadidos,6 ud. x 125 g,"1,13 €"
Garbanzos a la jardinera Hacendado,Bote 420 g,"1,20 €"
Bifidus cremoso desnatado Tropical Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €"
Cocido Hacendado,Bote 420 g,"1,90 €"
Bifidus probiotico con mango Hacendado,4 ud. x 125 g,"1,23 €"
Bifidus probiotico con cereales y fibras Hacendado,4 ud. x 125 g,"1,23 €"
Costillas de cerdo a la barbacoa cortadas Hacendado,Bote 500 g aprox.,"6,25 €"
Bifidus desnatado probiotico con kiwi Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €"
Alubias a la jardinera Hacendado,Bote 420 g,"1,20 €"
Bifidus desnatado probiotico con piña Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €"
Fideos orientales sabor ternera asada Hacendado,Paquete 65 g,"0,65 €"
Bifidus desnatado con nueces y cereales Hacendado 0% m.g.,4 ud. x 125 g,"1,23 €"
Bifidus cremoso desnatado natural edulcorado Hacendado 0% m.g 0% sin azucares añadidos,6 ud. x 125 g,"1,37 €"
Fabada Hacendado,Bote 860 g,"2,95 €"
Muslo de pato confitado Hacendado,Bandeja 300 g aprox.,"6,30 €"
Oreja guisada Hacendado,Lata 380 g,"2,55 €"
Arroz cocido basmati Sabroz,2 vasitos x 125 g,"1,15 €"
Arroz cocido integral Sabroz,2 vasitos x 125 g,"1,10 €"
Bifidus cremoso probiotico con coco Hacendado,4 ud. x 125 g,"1,23 €"
Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,"1,40 €"
Bifidus desnatado probiotico con pera Hacendado 0% m.g. 0% azucares añadidos,4 ud. x 125 g,"1,23 €"
Arroz cocido redondo Sabroz,2 vasitos x 125 g,"1,10 €"
Bifidus probiotico con ciruelas pasas Hacendado,4 ud. x 125 g,"1,23 €"
Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,"0,90 €"
"Bifidus natural probiotico Hacendado con coco, almendras y chocolate",Tarrina 180 g,"1,18 €"
Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g,"3,95 €"
Bifidus desnatado natural Activia zero m.g.,8 ud. x 120 g,"3,50 €"
Bifidus desnatado natural edulcorado Activia zero m.g.,8 ud. x 120 g,"3,50 €"
Fideos orientales sabor pollo Hacendado,Vaso 65 g,"0,90 €"
Bifidus natural probiotico azucarado Hacendado con cereales y fresas deshidratadas,Tarrina 170 g,"1,13 €"
Fideos orientales Yakisoba sabor soja Hacendado,Vaso 80 g,"1,20 €"
Fideos orientales sabor picante Hacendado,Vaso 65 g,"0,90 €"
Fideos orientales Yakisoba classic Gallina Blanca,Vaso 93 g,"1,95 €"
Fideos orientales Yatekomo sabor pollo Gallina Blanca,Vaso 60 g,"1,55 €"
Natillas sabor vainilla Hacendado,4 ud. x 125 g,"1,05 €"
Flan de vainilla con caramelo Hacendado,6 ud. x 100 g,"1,10 €"
Natillas sabor vainilla con galleta Hacendado,4 ud. x 125 g,"1,25 €"
Natillas sabor vainilla +Proteinas Hacendado 12 g proteinas,4 ud. x 120 g,"1,75 €"
"Natillas con chocolate +Proteinas Hacendado 1,3 g m.g 10 g proteinas",4 ud. x 120 g,"1,75 €"
Natillas de chocolate con leche Hacendado,4 ud. x 125 g,"1,05 €"
Flan de queso Hacendado,4 ud. x 100 g,"2,00 €"
Natillas de vainilla Danet,4 ud. x 120 g,"1,80 €"
Flan de caféHacendado,4 ud. x 100 g,"1,85 €"
Natillas de chocolate Danet,4 ud. x 120 g,"1,80 €"
Postre de soja Hacendado sabor chocolate,4 ud. x 100 g,"1,55 €"
Postre de soja sabor Natural con coco Alpro,Bote 400 g,"2,00 €"
Postre de soja Hacendado natural,4 ud. x 100 g,"1,20 €"
Postre de soja sabor arandanos Alpro,Bote 400 g,"2,00 €"
Postre de soja sabor mango Alpro sin azucares añadidos,Bote 400 g,"2,30 €"
Postre de soja Skyr Style +Proteinas Alpro sabor fresa,Bote 400 g,"2,30 €"
Postre de soja Hacendado sabor vainilla,4 ud. x 100 g,"1,45 €"
Postre de coco Natural Alpro,Bote 350 g,"2,30 €"
Postre lacteo cremoso natural edulcorado Hacendado 0% m.g 0% sin azucares añadidos,6 ud. x 125 g,"1,40 €"
Yogur sabores Hacendado 0% m.g 0% sin azucares añadidos,8 ud. x 125 g,"1,60 €"
Yogur natural Hacendado 0% m.g 0% sin azucares,6 ud. x 125 g,"1,00 €"
Postre lacteo sin lactosa natural Hacendado 0% m.g 0% azucares añadidos,4 ud. x 125 g,"1,35 €"
Yogur natural edulcorado Hacendado 0% m.g 0% sin azucares añadidos,6 ud. x 125 g,"1,00 €"
Yogur sabor limon Hacendado 0% m.g 0% sin azucares añadidos,4 ud. x 125 g,"0,90 €"
Yogur liquido desnatado Piña y Coco Hacendado 0% m.g 0% sin azucares añadidos,Botella 1 kg,"1,40 €"
