Nombre,Descripcion_del_producto,Precio,off_product_name,off_barcode,off_brands,off_quantity,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,processed_at,Cantidad_real,Unidad_medida
Judia verde plana,Paquete 350 g,1.45,Judía verde plana,8480017130495,Dia,360 g,a,not-applicable,3.0,"Judía verde, agua, sal y ácido citrico",17.0,0.5,0.0,0.3,0.1,,0.8,0.75,0.3,2025-05-13T20:17:14.419994,350.0,g
Judia verde plana,Bandeja 750 g,2.91,Judía verde plana,8480017130495,Dia,360 g,a,not-applicable,3.0,"Judía verde, agua, sal y ácido citrico",17.0,0.5,0.0,0.3,0.1,,0.8,0.75,0.3,2025-05-13T20:17:08.248928,750.0,g
Berlina al cacao,Paquete 4 ud. (240 g),1.55,Berlina al cacao,8480000847850,Mercadona,240 g (4x60 g),e,c,4.0,"Harina de trigo (gluten), cobertura con cacao (22%) (grasas y aceites vegetales (palmiste, palma, girasol), azúcar, cacao desgrasado en polvo (2,5%), leche entera en polvo, aromas, dextrosa, estabilizante (E492), emulgente (lecitina de soja)), grasa de palma, agua, huevo líquido pasteurizado, dextrosa, levadura, azúcar, emulgentes (E471, E472e, lecitina de soja, E481), almidones (trigo (gluten), maíz), gasificantes (E450i, E341, E500ii), sal, huevo en polvo, suero de leche en polvo, espesante (goma guar), aroma, Puede contener trazas de frutos de cáscara y mostaza, Conservar en lugar fresco, seco y no expuesto a la luz solar, Producto descongelado, no volver a congelar, PROLO CACALL PRODUTO DE DACTELADIA FAIZA",470.0,31.7,20.0,40.0,14.8,2.33,6.33,0.754,0.302,2025-05-13T20:41:29.386581,240.0,g
Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g,3.95,Yatekomo fideos orientales instantáneos sabor pollo pack 2 vaso 60 g,8410300357117,Gallina Blanca,,unknown,unknown,,,88.0,4.0,2.3,11.0,0.6,,1.6,0.76,0.304,2025-05-13T21:34:46.953744,60.0,g
Pollo teriyaki,Bol 300 g,5.0,Ensalada completa de quinoa y primeros brotes con pollo teriyaki y semillas,8414516103414,Florette,270 g,c,unknown,,,128.0,5.6,0.8,11.5,3.5,,7.0,0.76,0.304,2025-05-13T21:16:18.487741,300.0,g
Galletas mini Oreo,Caja 4 paquetes (160 g),1.95,Mini golden Oreo,7622201410483,Oreo,,e,d,4.0,"Harina de TRIGO, azúcar, grasa de palma, aceite de nabina, jarabe de glucosa y fructosa, almidón de TRIGO, gasificantes (carbonatos de sodio, carbonatos de amonio), sal, emulgente (lecitinas de SOJA), aromas. PUEDE CONTENER LECHE.",484.0,20.0,5.1,70.0,35.0,,4.9,0.77,0.308,2025-05-14T01:07:40.892276,160.0,g
Cereales rellenos de leche Hacendado,Caja 500 g,2.4,Cereales rellenos de leche,8480000092649,Hacendado,500 g,e,e,4.0,"Cereales 43% (sémola de arroz, harina de _trigo_ integral (_gluten_), harina de _trigo_ (_gluten_), harina de _avena_ (_gluten_)), relleno de _leche_ 40% (_leche_ entera en polvo 13%, azúcar, aceites y grasas vegetales (girasol, nabina, palma, coco), _leche_ desnatada en polvo 2%, suero _lácteo_ en polvo (_leche_), emulgente (lecitinas), antioxidante (extracto rico en tocoferoles)), chocolate en polvo 11% (azúcar, cacao en polvo), azúcar, _leche_ entera en polvo, sal.",447.0,14.5,6.5,67.0,37.0,3.3,10.0,0.78,0.312,2025-05-14T01:01:15.704567,500.0,g
Pistacho tostado Hacendado con sal,Paquete 250 g,3.55,Pistacho tostado,8480000340368,Hacendado,300 g,b,d,3.0,"_Pistachos_, sal.",617.0,51.0,6.4,10.0,8.3,8.9,25.0,0.79,0.316,2025-05-13T23:18:12.828110,250.0,g
Caramelos nata Hacendado 0% azucares,Paquete 90 g,1.15,Caramelos Nata 0% azúcares,12156993,Hacendado,,c,unknown,,,269.0,6.0,4.0,89.0,0.5,,0.5,0.8,0.32,2025-05-13T22:34:11.425472,90.0,g
Ensalada de pimientos del piquillo Cidacos,2 latas x 180 g,2.0,Ensalada de pimientos del piquillo,8410313212427,Cidacos,2x400g  (2 x 180 g escurridos) 16/09/22,c,unknown,,,55.0,0.6,0.0,10.0,8.0,,1.6,0.8,0.32,2025-05-13T22:50:27.273445,2000.0,ml
Filetes lomo de cerdo adobado,Bandeja 470 g aprox.,3.29,Filete de lomo adobado extra,8410320208420,dia,,c,unknown,3.0,"90% lomo de cerdo, agua, sal, azúcar, pimentón, antioxidante E301, especias, conservador E250, conservador E249.",123.0,5.0,2.0,0.5,0.05,,19.0,0.8,0.32,2025-05-14T01:20:09.666282,470.0,g
Rama de Tomates,610 g aprox.,1.4,Gazpacho con tomate rama con aceite de oliva,8422237254247,Santa Teresa,1 l,a,a,3.0,"Tomates frescos, pimientos frescos, pepinos frescos, aceite de oliva virgen extra (3%), ajos frescos, sal y vinagre de Jerez.",52.0,3.3,0.6,4.0,3.3,1.3,0.8,0.8,0.32,2025-05-13T11:53:09.314099,610.0,g
Lasaña de espinacas y requeson Hacendado,Bandeja 350 g,3.0,Lasagna espinacas y requesón,8480000044914,Hacendado,350 g,c,unknown,3.0,"Relleno de espinacas y requesón (51%): espinacas (40%), agua, queso requesón (14%) (suero de leche de cabra, vaca y oveja, nata y sal), aceite de oliva, cebolla, leche, harina de trigo, harina de trigo, mantequilla, ajo, sal, piñones, pasas de Corinto, azúcar, vinagre, especias, corrector de acidez (ácido cítrico) y aceite de girasol, bechamel: agua, leche, harina de trigo, mantequilla, sal u especias, pasta: sémola de trigo, huevo y agua, mezcla de quesos mozzarella, cheddar y emmental, piñones y pasas (1%): piñones, pasas de Corinto y aceite de girasol,",165.0,10.0,4.4,12.0,2.8,1.5,5.9,0.8,0.32,2025-05-13T21:21:29.647418,350.0,g
Bechamel Hacendado,3 mini bricks x 200 ml,2.25,Bechamel,8480000102508,Hacendado,600 ml,d,a,4.0,"_Leche_ entera, _nata_, almidón de maíz, _leche_ condensada, maltodextrina, estabilizantes (E-415, E-460, E-466), sal, _leche_ en polvo desnatada, aroma, colorante caramelo (E-150a).",142.0,10.0,6.9,10.0,5.0,,3.0,0.8,0.32,2025-05-13T16:14:37.815336,600.0,ml
Gazpacho tradicional Hacendado,Botella 1 L,1.6,Gazpacho Tradicional,8480000156044,Hacendado,,c,a,,"Hortalizas frescas 96% (Tomate, pimiento, pepino y cebolla), aceite de oliva virgen extra (2,2%), vinagre de Jerez Reserva, sal y ajo.",41.0,2.6,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T21:20:50.539241,1000.0,ml
Sopa de verduras Hacendado,Sobre 51 g,0.65,Gazpacho Tradicional,8480000156044,Hacendado,,c,a,,"Hortalizas frescas 96% (Tomate, pimiento, pepino y cebolla), aceite de oliva virgen extra (2,2%), vinagre de Jerez Reserva, sal y ajo.",41.0,2.6,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T12:01:07.157308,51.0,g
Gazpacho tradicional Hacendado,3 mini bricks x 330 ml,2.15,Gazpacho Tradicional,8480000156044,Hacendado,,c,a,,"Hortalizas frescas 96% (Tomate, pimiento, pepino y cebolla), aceite de oliva virgen extra (2,2%), vinagre de Jerez Reserva, sal y ajo.",41.0,2.6,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T21:22:09.064394,990.0,ml
Guisantes extra Hacendado,3 latas x 120 g,1.85,Guisantes extra,8480000164162,Hacendado,390 g,a,a,3.0,"Guisantes, agua, azúcar, sal",59.0,0.2,0.0,10.0,4.2,,4.0,0.8,0.32,2025-05-13T22:46:43.271735,3000.0,ml
Guisantes extra Hacendado,Bote 390 g (250 g escurrido),0.9,Guisantes extra,8480000164162,Hacendado,390 g,a,a,3.0,"Guisantes, agua, azúcar, sal",59.0,0.2,0.0,10.0,4.2,,4.0,0.8,0.32,2025-05-13T22:48:45.123404,390.0,g
Mejillones al natural Hacendado pequeños,Lata 111 g (69 g escurrido),1.7,Mejillones al natural,8480000186201,Hacendado,111 g (69 g escurrido),a,e,3.0,"_Mejillones_, agua, sal.",105.0,3.0,0.7,2.0,0.0,,17.0,0.8,0.32,2025-05-14T02:06:48.652012,111.0,g
Garbanzos a la jardinera Hacendado,Bote 420 g,1.2,Garbanzos a la jardinera,8480000261106,Hacendado,"420 g neto, 425 ml",b,a,3.0,"Garbanzos, agua de cocción, verduras (berza, espinaca, zanahoria, patata, tomate y cebolla) y sal.",76.0,2.1,0.4,9.0,0.5,,3.8,0.8,0.32,2025-05-13T21:28:51.989646,420.0,g
Garbanzos a la riojana Hacendado,Bote 420 g,1.35,Garbanzos a la riojana,8480000261748,Hacendado,420 g,c,unknown,3.0,"GARBANZOS A LA RIOJANA Corsumt antes det: 10 Lote éze za : Garbanzos, agua de cocción, chorizo (magro de cerdo, tocino de cerdo, pimentón, sal, ajo), panceta (panceta de cerdo, sal, pimentón, ajo), zanahoria, tomate, saly antioidante: E-385. Fabricad CONSERIASE Cra Cn AUTOL L Modo de conservación: Una vez abierto, conservar refrigerado y Consumir antes de 5 días. CIDACIS Modo de empleo: Vierta el contenido en un recipiente ycaliénteloa fuego suave. Microondas: Vierta el contenido en un recipiente apto para microondas y caliéntelo durante 3 minutos aproximadamente 426 Información nutricional po Valor energético.... Grasas.... . de las cuales, saturad Hidratos de carbono.. de los cuales, azúcares . Proteina 100 g: 539 KI648 222 08 052 ...****** r*es*t***i*h ***** ...******soeti 584 teimasS . seo*esht Sa1 alsssaussRakesusthRet*** *egs*gth",129.0,6.4000000953674,2.2000000476837,10.800000190735,0.5,,5.8000001907349,0.80000001192093,0.32,2025-05-13T21:28:26.230468,420.0,g
Aceite de oliva virgen extra Hacendado,Garrafa 3 L,14.95,Gazpacho Tradicional,8480000399342,Hacendado,330 ml,a,a,3.0,"Hortalizas frescas (96%) (tomate, pimiento, pepino, cebolla), aceite de oliva virgen extra (2,2%), vinagre de vino, sal, ajo",44.0,2.4,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T22:55:10.619991,3000.0,ml
Aceite de oliva virgen Hacendado,Botella 1 L,4.65,Gazpacho Tradicional,8480000399342,Hacendado,330 ml,a,a,3.0,"Hortalizas frescas (96%) (tomate, pimiento, pepino, cebolla), aceite de oliva virgen extra (2,2%), vinagre de vino, sal, ajo",44.0,2.4,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T22:55:48.212073,1000.0,ml
Aceite de oliva virgen Hacendado,Garrafa 3 L,12.7,Gazpacho Tradicional,8480000399342,Hacendado,330 ml,a,a,3.0,"Hortalizas frescas (96%) (tomate, pimiento, pepino, cebolla), aceite de oliva virgen extra (2,2%), vinagre de vino, sal, ajo",44.0,2.4,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T22:55:35.702725,3000.0,ml
Aceite de oliva virgen extra Hacendado,Botella 1 L,5.25,Gazpacho Tradicional,8480000399342,Hacendado,330 ml,a,a,3.0,"Hortalizas frescas (96%) (tomate, pimiento, pepino, cebolla), aceite de oliva virgen extra (2,2%), vinagre de vino, sal, ajo",44.0,2.4,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T22:54:51.704275,1000.0,ml
Aceite de oliva virgen extra Hacendado,Spray 200 ml,2.8,Gazpacho Tradicional,8480000399342,Hacendado,330 ml,a,a,3.0,"Hortalizas frescas (96%) (tomate, pimiento, pepino, cebolla), aceite de oliva virgen extra (2,2%), vinagre de vino, sal, ajo",44.0,2.4,0.4,3.6,3.4,1.1,0.8,0.8,0.32,2025-05-13T22:55:16.928003,200.0,ml
Queso fresco Burgos desnatado 0% m.g Hacendado,"4 tarrinas x 62,5 g",1.09,Queso fresco Burgos desnatado 0% m.g de vaca,8480000510747,HACENDADO,375g (6*62.5g),a,c,4.0,"Leche pasteurizada desnatada de vaca (Origen:España), sal, aroma y cuajo",68.0,0.2,0.1,4.4,4.4,,12.3,0.8,0.32,2025-05-14T01:50:06.710914,5.0,g
Queso fresco de cabra Hacendado,Tarrina 250 g,2.7,Quesco fresco cabra,8480000511942,HACENDADO,250g,c,e,4.0,"LECHE DE CABRA PASTEURIZADA, SAL, ENDURECEDOR (CLORURO CÁLCICO) Y CUAJO MICROBIANO",262.0,21.9,15.6,3.4,2.2,12.7,12.7,0.8,0.32,2025-05-14T01:49:27.492490,250.0,g
Caramelos caféHacendado 0% azucares,Paquete 90 g,1.15,Caramelos de café 0 azúcares,8480000651235,Hacendado,90 g,c,unknown,4.0,"Edulcorantes (jarabe de maltitol, isomalt, acesulfamo K), NATA, café soluble (1,4 %), sal, extracto de café (0,5 %), aroma, colorante (E150c), LECHE desnatada en polvo, emulgente (lecitina de girasol), Un consumo excesivo puede producir efectos laxantes, Contiene cafeína, No recomendado para niños ni mujeres embarazadas (50 mg de cafeína por 100 g de producto),",247.0,4.0,2.7,88.0,0.0,0.0,0.5,0.8,0.32,2025-05-13T22:34:18.339186,90.0,g
Ensalada queso de cabra,Bol 135 g,2.79,Ensalada queso de cabra,8480000694744,Hacendado,135 g,c,unknown,4.0,"Mezcla de hortalizas en proporción variable 31% (mezcla de brotes (lechuga Batavia verde, lechuga Batavia roja y lechuga Lollo rosso), brotes de espinaca y rúcula), vinagreta balsámica 24% (agua, vinagre balsámico de Modena (vinagre de vino, mosto de uva concentrado, mosto de uva cocido, colorante (E150d), estabilizante (E414), correctores de la acidez (E262 y E500), conservador (E202)), manzana roja 18%, queso de cabra fresco 15% (leche de cabra pasteurizada, cuajo, sal, antiaglomerante (E460ii), fibra cítrica y conservador (E202)), nueces 6%, uvas pasas 5%",137.0,7.6,2.6,12.0,8.5,1.4,4.5,0.8,0.32,2025-05-13T12:34:57.669997,135.0,g
Pan rallado sin gluten Hacendado,Paquete 350 g,2.0,Pan rallado sin gluten,8480000826565,Hacendado,350 gramos,c,unknown,4.0,"OPANRALLADO DEARROZSIN GLUTEN Harina de arroz, aceite de girasol alto oleico, dextrosa de maíz, sal, gasificante (bicarbonato cálcico), emulgente (mono ydiglicéridos de ácidos grasos), regulador de pH (fosfato monocáldico) y colorante (caramelo natural y especias),",398.0,4.0,0.9,82.0,0.6,0.09,7.8,0.8,0.32,2025-05-13T21:13:31.896682,350.0,g
Filetes de caballa del sur en aceite de oliva Hacendado,2 latas x 65 g,1.95,pac 2 latas  Filetes de caballa del sur en aceite de oliva,8480000183101,HACENDADO,180 g,b,d,3.0,"Caballa del Sur (72%), aceite de oliva (27%) y sal",202.0,11.0,2.9,0.5,0.5,,24.0,0.801,0.3204,2025-05-13T22:52:08.845673,2000.0,ml
Solomillo de pavo,Paquete 600 g aprox.,4.8,Solomillo de pavo marinado congelado,2325353002562,mercadona,,unknown,unknown,,,102.7,1.1,0.4,2.7,0.0,,20.5,0.82,0.328,2025-05-14T01:13:04.450203,600.0,g
Solomillo de pavo marinado congelado,Paquete 350 g aprox.,2.87,Solomillo de pavo marinado congelado,2325353002562,mercadona,,unknown,unknown,,,102.7,1.1,0.4,2.7,0.0,,20.5,0.82,0.328,2025-05-13T22:43:32.970897,350.0,g
Mini cereales rellenos de leche Hacendado,Caja 5 bolsitas (175 g),1.95,Minis leche,8480000093332,Hacendado,175g,e,e,4.0,"Cereais (47%) [sêmola de arroz, farinha integral de trigo (glúten), farinha de trigo (glúten), farinha de aveia (glúten)], recheio de leite (35%) [leite gordo em pó (12%), açúcar, óleos e gorduras vegetais (girassol, canola, palma, coco) em proporções variáveis, leite desnatado em pó (1,7%), soro de leite em pó, emulsionante: lecitinas, antioxidante: extracto rico em tocoferóis], chocolate em pó (12%) (açúcar, cacau em pó), açúcar, leite gordo em pó, sal. Pode conter vestígios de soja e frutos de casca rija.",439.0,13.0,5.9,69.0,35.0,3.5,9.9,0.82,0.328,2025-05-14T01:02:31.180915,175.0,g
Arroz con leche Hacendado,4 ud. x 130 g,1.35,Barritas de trigo y arroz integral con chocolate con leche,8480000093509,Hacendado,100g,d,unknown,4.0,"Copos de arroz y trigo integral (48%) (arroz, trigo integral (15%), azúcar, gluten de trigo, malta de cebada, harina de trigo, leche desnatada en polvo, sal, germen de trigo, emulgente (mono - y digliceridos de ácidos grasos), chocolate (12%) (sacarosa, pasta de cacao, manteca de cacao, lactosa, grasa láctica (mantequilla), emulgente (lecitina de soja), aroma), oligofructosa, jarabe de glucosa, dextrosa, jarabe de azúcar invertido, azúcar, grasa vegetal de palma y palmiste, fructosa, gotas de chocolate con leche (2%) (azúcar, leche entera en polvo, manteca de cacao, pasta de cacao, emulgente (lecitina de soja), aroma), humectantes (sorbitol, glicerol), maltodextrina, aroma, emulgente (lecitina de soja), sal, antioxidantes (tocoferoles, galato de propilo, palmitato de ascorbilo),",345.0,9.9,6.1,54.0,27.0,7.4,6.5,0.82,0.328,2025-05-13T20:18:30.086691,520.0,g
Queso emmental de vaca Hacendado,Pieza 350 g,3.15,Emmental,8480000235626,Hacendado,350 g,d,d,3.0,"_Leche_ de vaca pasteurizada (Origen: Francia), sal, fermentos lácticos y cuajo.",369.0,29.0,21.0,0.5,0.5,0.1,27.0,0.83,0.332,2025-05-14T01:53:52.047352,350.0,g
Queso en porciones Hacendado,Caja 24 quesitos (375 g),2.21,Emmental,8480000235626,Hacendado,350 g,d,d,3.0,"_Leche_ de vaca pasteurizada (Origen: Francia), sal, fermentos lácticos y cuajo.",369.0,29.0,21.0,0.5,0.5,0.1,27.0,0.83,0.332,2025-05-14T01:46:02.196990,375.0,g
Patatinas extra crujientes Hacendado,Paquete 100 g,1.35,Patatinas extra crujientes,17587721,Hacendado,,unknown,unknown,,,545.0,33.0,3.1,55.0,0.8,,3.5,0.85,0.34,2025-05-13T23:23:24.842759,100.0,g
Queso fresco de vaca Burgo de Arias,3 tarrinas x 72 g,3.2,Queso fresco balance,8413100616798,"Arias, Burgo de Arias, Savencia",210g (3*70g),c,d,,,103.0,5.0,3.5,3.5,3.5,,11.0,0.85,0.34,2025-05-14T01:51:21.897544,72.0,g
Palmito al natural entero Hacendado,Tarro 410 g (250 g escurrido),2.65,Palmito Natural Entero,8480000862723,Hacendado,250 (410 g),c,b,3.0,"Corazones de palmito, agua, sal y ácido cítrico E330.",20.0,0.0,0.0,3.0,1.0,2.0,2.0,0.85,0.34,2025-05-13T22:49:49.087469,410.0,g
Fabada asturiana Litoral,Bote 420 g,2.55,Fabada Asturiana,7613287816825,Litoral,420 gramos,c,unknown,3.0,"Alubias cocidas 46.7% (agua, alubias 19.4%), agua, chorizo extra 5.9% (papada, magro y panceta de cerdo, pimentón, sal, ajo), morcilla curada 5.5% (tocino, papada, panceta, sangre y magro de cerdo, cebolla, pimentón, sal, orégano), panceta ahumada 5.0% (panceta de cerdo, sal, humo), manteca de cerdo ibérico, sal.",130.0,7.4,3.6,7.5,0.8,,6.5,0.855,0.342,2025-05-13T21:27:25.199227,420.0,g
Filetes de caballa del sur en tomate Hacendado,2 latas x 65 g,1.55,pac de 2 latas Filetes de caballa del sur en tomate,8480000183132,Hacendado,2 x 90g,a,f,3.0,"Caballa del Sur (72%), agua, concentrado de tomate (6%), aceite de girasol, azúcar, sal y pimentón.",115.0,3.5,0.7,2.8,0.4,,17.0,0.855,0.342,2025-05-13T11:59:00.831924,2000.0,ml
Hummus de garbanzos Hacendado receta clasica,Tarrina 240 g,1.1,Hummus de garbanzos receta clásica,8480000808585,Hacendado,240 g,b,b,4.0,"chick peas 57%, sunflower oil, sesame paste , water, lemon juice 2%, olive oil 2%, ground garlic, salt, acidulants (e330 and e270 of vegetable origin), vinegar powder, natural flavourings, preservative e202,",311.0,25.8,3.3,11.1,0.1,8.0,6.0,0.855,0.342,2025-05-13T21:18:07.172960,240.0,g
Magdalenas con pepitas de chocolate,Bolsa 8 ud. (380 g),3.1,Magdalenas con pepitas de chocolate,236845510000100461001751,Mercadona,380 g,e,b,,,414.0,22.0,6.7,46.0,29.0,,6.4,0.87,0.348,2025-05-13T20:42:35.165630,380.0,g
Bonito del norte en escabeche Hacendado,Lata 190 g (140 g escurrido),3.45,Bonito del norte en escabeche,8480000181084,Hacendado,190 g,a,f,,,106.0,2.2000000476837,0.60000002384186,0.5,0.5,,21.0,0.87000000476837,0.348,2025-05-13T22:54:12.658262,190.0,g
Ensaladilla rusa Hacendado,Tarrina 500 g,3.0,Ensaladilla rusa,8480000807847,HACENDADO,250 g,c,unknown,4.0,"Patata (40%), mayonesa (21%) (aceite de soja, agua, yema de huevo, vinagre, azúcar, sal, almidón modificado de maíz, zumo de limón concentrado, antioxidante (E-385), colorantes (extracto de pimentón, carotenos) atún (16%) (atún, aceite de girasol, sal), zanahoria (10%), huevo (6%), aceitunas (3%), guisantes (3%), sal, conservantes (E-202 y E-211), antioxidante (E-385). O SALADA RUSSA. INGREDIENTES: Batata (40%), maionese (21%) (óleo de soja, água, gema de ovo, vinagre, açúcar, sal, fécula de milho modificada, suco de limão concentrado, antioxidante (E-385), corantes (extrato de pimentão, caroteno)), atum (16%) (atum, óleo de girassol, sal), cenoura (10%), ovo (6%), azeitonas (3%), ervilhas (3%), sal, conservantes (E-202 e E-211), antioxidante (E-385). 8480000 807847 O Modo de consumo y conservación:",211.0,17.0,2.6,8.3,1.1,1.7,5.5,0.87,0.348,2025-05-13T21:18:13.348989,500.0,g
Ensaladilla rusa Hacendado,Tarrina 250 g,1.8,Ensaladilla rusa,8480000807847,HACENDADO,250 g,c,unknown,4.0,"Patata (40%), mayonesa (21%) (aceite de soja, agua, yema de huevo, vinagre, azúcar, sal, almidón modificado de maíz, zumo de limón concentrado, antioxidante (E-385), colorantes (extracto de pimentón, carotenos) atún (16%) (atún, aceite de girasol, sal), zanahoria (10%), huevo (6%), aceitunas (3%), guisantes (3%), sal, conservantes (E-202 y E-211), antioxidante (E-385). O SALADA RUSSA. INGREDIENTES: Batata (40%), maionese (21%) (óleo de soja, água, gema de ovo, vinagre, açúcar, sal, fécula de milho modificada, suco de limão concentrado, antioxidante (E-385), corantes (extrato de pimentão, caroteno)), atum (16%) (atum, óleo de girassol, sal), cenoura (10%), ovo (6%), azeitonas (3%), ervilhas (3%), sal, conservantes (E-202 e E-211), antioxidante (E-385). 8480000 807847 O Modo de consumo y conservación:",211.0,17.0,2.6,8.3,1.1,1.7,5.5,0.87,0.348,2025-05-13T21:18:32.540051,250.0,g
